"Órgão","Sigla","Unidade","Quantidade"
"IPSM","IPSM/SAPC","Serviço de Auditoria e Processamento de Contas","6"
"FUNED","FUNED/SBC","Serviço de Biologia Celular","46"
"FUNED","FUNED/SBVA","Serviço de Bioquímica, Proteínas e Venenos Animais","241"
"FUNED","FUNED/SB","Serviço de Biotério","67"
"PCMG","PCMG/IML/SLAU","Serviço de Cadastro e Documentação de Laudos/IML/SPTC/PCMG","34"
"JUCEMG","JUCEMG/SC","Serviço de certidões","3"
"FUNED","FUNED/SCB","Serviço de Ciências Bioquímicas","5"
"FUNED","FUNED/SCE","Serviço de Comércio Exterior","33"
"FUNED","FUNED/SComp","Serviço de Compras","115"
"FHEMIG","FHEMIG/GAP-SCOB","Serviço de Concessão de Benefìcios","143"
"FUNED","FUNED/SCONT","Serviço de Contabilidade","53"
"FUNED","FUNED/SCONTR","Serviço de Contratos","88"
"JUCEMG","JUCEMG/SCC","Serviço de Contratos e Convênios","227"
"FUNED","FUNED/SCBio","Serviço de Controle Biológico","121"
"FUNED","FUNED/SCEA","Serviço de Controle de Embalagens e Amostragem","39"
"UNIMONTES","UNIMONTES/HUCF/DIRASSIST/SCIH","Serviço de Controle de Infecção Hospitalar do Hospital Universitário Clemente de Faria","80"
"FUNED","FUNED/SCFQ","Serviço de Controle Físico Químico","117"
"IPEM","IPEM/SCVA","Serviço de Controle Metrológico de Cronotacógrafo, Volumetria e Arqueação","9"
"IPEM","IPEM/SMV","Serviço de Controle Metrológico Medidores de Velocidade","10"
"FUNED","FUNED/SCM","Serviço de Controle Microbilógico","30"
"FUNED","FUNED/SCONV","Serviço de Convênios","13"
"IPEM","IPEM/SCO","Serviço de Credenciamento de Oficinas","7"
"FUNED","FUNED/SC","Serviço de Custo","17"
"FUNED","FUNED/SDPB","Serviço de Desenv de Produtos Biológicos","15"
"FUNED","FUNED/SDPF","Serviço de Desenv de Produtos Farmoquímicos","27"
"FUNED","FUNED/SDAE","Serviço de Desenvolvimento Analítico e Estudo de Estabilidade","26"
"FUNED","FUNED/SDC-CAPACITAÇÃO","Serviço de Desenvolvimento e Capacitação","85"
"FUNED","FUNED/SDC","Serviço de Desenvolvimento e Capacitação","128"
"IPSM","IPSM/SDSS","Serviço de Desenvolvimento e Suporte de Sistemas","1"
"FUNED","FUNED/SDTF","Serviço de Desenvolvimento Tecnológico Farmacêutico","285"
"FUNED","FUNED/SDBF","Serviço de Doenças Bacterianas e Fúngicas","37"
"FUNED","FUNED/SDP","Serviço de Doenças Parasitárias","231"
"FUNED","FUNED/SE","Serviço de Ecotoxicologia","16"
"PCMG","PCMG/IML/SPV/ENF","Serviço de Enfermagem/Seção de Perícias no Vivo/IML/SPTC/PCMG","76"
"FUNED","FUNED/SEFI","Serviço de Ensaios Físicos","40"
"FUNED","FUNED/SEAS","Serviço de Envase Asséptico","113"
"PCMG","PCMG/IML/DIVSE","Serviço de Expediente/IML/SPTC/PCMG","12"
"FUNED","FUNED/SFEC","Serviço de Farmacovigilância e Estudos Clínicos","14"
"FUNED","FUNED/SFE","Serviço de Fazenda Experimental","66"
"FHEMIG","FHEMIG/MGT/CET/GAD/SF","SERVIÇO DE FINANCEIRO","77"
"FUNED","FUNED/SFQP","Serviço de Físico-Química de Produtos","7"
"UNIMONTES","UNIMONTES/HUCF/DIRASSIST/FISIO","Serviço de Fisioterapia do Hospital Universitário Clemente de Faria","56"
"FUNED","FUNED/SFPF","Serviço de Fitoquímica e Prospecção Farmacêutica","57"
"UNIMONTES","UNIMONTES/DDRH/FREQUENCIA","Serviço de Frequência","151"
"FUNED","FUNED/SGA","Serviço de Gerenciamento de Amostras","254"
"FUNED","FUNED/SGAB","Serviço de Gerenciamento de Amostras Biológicas","24"
"FUNED","FUNED/SGAmb","Serviço de Gestão Ambiental","94"
"FUNED","FUNED/SGeQ","Serviço de Gestão da Qualidade","34"
"FHEMIG","FHEMIG/CSSFE/SGQ","Serviço de Gestão da Qualidade","77"
"FUNED","FUNED/SGPT","Serviço de Gestão do Patrimônio","34"
"FUNED","FUNED/SDH","Serviço de Humanização","58"
"FHEMIG","FHEMIG/CHU/GADT/IMAGEM/VPN","Serviço de Imagem - VPN","76"
"UNIMONTES","UNIMONTES/HUCF/DIRASSIST/IMAG","Serviço de Imagem e Diagnóstico do Hospital Universitário Clemente de Faria","95"
"FUNED","FUNED/SIA","Serviço de Imunologia Aplicada","475"
"FUNED","FUNED/SICHC","Serviço de Informação Científica, Histórica e Cultural","19"
"PCMG","PCMG/IML/SIAE","Serviço de Informática e Análise Estatística/IML/PCMG","50"
"IPSM","IPSM/SII","Serviço de Infraestrutura de Informática","19"
"IMA","IMA/ESEC.LAVRAS/S.I","SERVIÇO DE INTELIGÊNCIA","156"
"PCMG","PCMG/5DRPC/P NOVA/SIT","Serviço de Interceptação Telefônica/5DRPC/PONTE NOVA/12DepPC/PCMG","16"
"UNIMONTES","UNIMONTES/HUCF/DIRENF/HUEMCASA","Serviço de Internação Domiciliar HU em Casa do Hospital Universitário Clemente de Faria","46"
"FUNED","FUNED/SLC","Serviço de Licitação","34"
"JUCEMG","JUCEMG/SLC","Serviço de Licitação e Compras","32"
"FUNED","FUNED/SL","Serviço de Líquidos","28"
"FUNED","FUNED/SMC","Serviço de Manutenção e Calibração","334"
"FUNED","FUNED/SMP","Serviço de Manutenção Predial","14"
"FUNED","FUNED/SMBP","Serviço de Microbiologia e Biologia Molecular de Produtos","104"
"FHEMIG","FHEMIG/CHU/GADT/NUT/LAC","Serviço de Nutrição - Apoio Lactário","61"
"FHEMIG","FHEMIG/CHU/GADT/NUT/CLINICA","Serviço de Nutrição - Apoio Nutrição Clínica","555"
"FHEMIG","FHEMIG/CHU/GADT/NUT/SND","Serviço de Nutrição - Apoio Serviço de Nutrição e Dietética","355"
"FHEMIG","FHEMIG/CHU/GADT/NUT/SND/FISC","Serviço de Nutrição - Apoio Serviço de Nutrição e Dietética - Fiscalização","188"
"UNIMONTES","UNIMONTES/HUCF/DIRA/GGH/SND","Serviço de Nutrição Dietética do Hospital Universitário Clemente de Faria","117"
"IPSEMG","IPSEMG/DEENF-SND","Serviço de Nutrição e Dietetica","107"
"PCMG","PCMG/IML/SOFIH","Serviço de Odontologia Forense e Identificação Humana/IML/SPTC/PCMG","45"
"FUNED","FUNED/SO","Serviço de Orçamento","7"
"FCS","FCS/SOE","Serviço de Orientação Educacional e Supervisão Pedagógica","29"
"FHEMIG","FHEMIG/CSSFE/OUVIDORIA","Serviço de Ouvidoria da CSSFé","23"
"UNIMONTES","UNIMONTES/HUCF/SUP/OUVIDORIA","Serviço de Ouvidoria do Hospital Universitário Clemente de Faria","68"
"JUCEMG","JUCEMG/SEPAT","Serviço de Patrimonio","3"
"FUNED","FUNED/SPDI","Serviço de Pesquisa em Doenças Infecciosas","239"
"FUNED","FUNED/SP","Serviço de Pessoal","448"
"FUNED","FUNED/SP_Arquivo","Serviço de Pessoal Arquivo","591"
"UNIMONTES","UNIMONTES/PRPGF/DSUP/SEPLAC","Serviço de Planejamento de Compras","62"
"FUNED","FUNED/SPCP","Serviço de Planejamento e Controle da Produção","20"
"FUNED","FUNED/SPPC","Serviço de Planejamento e Programação de Compras","90"
"FUNED","FUNED/SPC","Serviço de Popularização da Ciência","115"
"FUNED","FUNED/SPEM","Serviço de Pré-Formulação e Estudo de Materiais","15"
"FUNED","FUNED/SPSF","Serviço de Preparo de Soluções e Formulação","46"
"FUNED","FUNED/SPF","Serviço de Processamento Final","218"
"FUNED","FUNED/SPMCS","Serviço de Produção de Meios de Cultura e Soluções","29"
"FUNED","FUNED/SPS","Serviço de Produção de Soros","15"
"FUNED","FUNED/SPUII","Serviço de Produção Unidade II","55"
"FUNED","FUNED/SPUIII","Serviço de Produção Unidade III","29"
"FUNED","FUNED/SPO","Serviço de Projetos e Obras","36"
"FUNED","FUNED/SPM","Serviço de Prospecção Microbiológica","8"
"FUNED","FUNED/SPAR","Serviço de Proteômica e Aracnídeos","165"
"UNIMONTES","UNIMONTES/HUCF/GCLIN/PSICO","Serviço de Psicologia do Hospital Universitário Clemente de Faria","108"
"PCMG","PCMG/IML/SPP","Serviço de Psiquiatria e Psicologia Forense/IML/SPTC/PCMG","66"
"FUNED","FUNED/SQV","Serviço de Qualificação e Validação de Sistemas Computadorizados","34"
"FUNED","FUNED/SQE","Serviço de Química Especializada","42"
"IPSEMG","IPSEMG/DEDIAG-SRDI","Serviço de Radiologia e Diagnóstico por Imagens","336"
"PCMG","PCMG/IML/RADIOLOGIA","Serviço de Radiologia/IML/SPTC/PCMG","200"
"UNIMONTES","UNIMONTES/DDRH/RECRUT_SELECAO","Serviço de Recrutamento e Seleção","110"
"FUNED","FUNED/SRVO","Serviço de Recursos Vegetais e Ototerápicos","135"
"PCMG","PCMG/IML/SRD","Serviço de Referência do Desconhecido/IML/PCMG","166"
"FUNED","FUNED/SRE","Serviço de Registro","54"
"UNIMONTES","UNIMONTES/HUCF/DIRA/GGH/RP","Serviço de Rouparia do Hospital Universitário Clemente de Faria","12"
"UNIMONTES","UNIMONTES/HUCF/DIRA/GP/SAUDEOC","Serviço de Saúde Ocupacional do Hospital Universitário Clemente de Faria","10"
"FUNED","FUNED/SSST","Serviço de Segurança e Saúde do Trabalhador","283"
"FUNED","FUNED/SSI","Serviço de Segurança Institucional","62"
"PCMG","PCMG/IML/SEFO","Serviço de Sexologia Forense/IML/SPTC/PCMG","155"
"FUNED","FUNED/STM","Serviço de Toxicologia Molecular","84"
"IPSEMG","IPSEMG/DEHT-TRANSP","Serviço de Transporte","2"
"FUNED","FUNED/SDT","Serviço de Transporte","55"
"FHEMIG","FHEMIG/CHU/STP","Serviço de Transporte de Pacientes do Complexo Hospitalar de Urgência","47"
"UNIMONTES","UNIMONTES/HUCF/DIRA/GGH/TIP","Serviço de Transportes, Internação e Portarias do Hospital Universitário Clemente de Faria","145"
"FUNED","FUNED/STRPM","Serviço de Tratamento de Resíduos e Preparo de Materiais","14"
"FUNED","FUNED/SU","Serviço de Utilidades","77"
"FUNED","FUNED/SVQ","Serviço de Validação e Qualificação","122"
"FUNED","FUNED/SVR","Serviço de Virologia e Riquetsioses","90"
"FUNED","FUNED/NIPAC","Serviço do Núcleo de Inovação e Proteção ao Conhecimento","97"
"UEMG","UEMG/DIVINOPOLIS/SEPSI","Serviço Escola de Psicologia","23"
"IPSM","IPSM/FAHMEMG-PROMORAR","Serviço Habitacional PROMORAR MILITAR","37"
"PCMG","PCMG/13DepPC/MANUTENÇÃO","Serviço Manutenção/13DepPC/BARBACENA/PCMG","15"
"FHEMIG","FHEMIG/HRJP/GASS/SERV.SOCIAL","Serviço Social","486"
"IPSEMG","IPSEMG/DEENF-SVS","Serviço Social","168"
"UNIMONTES","UNIMONTES/HUCF/GCLIN/SSOCIAL","Serviço Social do Hospital Universitário Clemente de Faria","136"
"PCMG","PCMG/SPGF/DCC/CONTRATOS/TERCEI","Serviços de Terceiros/DCC/CONTRATOS/SPGF/PCMG","3"
"SEPLAG","SEPLAG/SA","Servidores afastados da SEPLAG","11"
"UNIMONTES","UNIMONTES/EXTERNOS","Servidores cedidos pela UNIMONTES","23"
"IPEM","IPEM/SERVIDORES","Servidores do Ipem-MG","5"
"UNIMONTES","UNIMONTES/DDRH/EXCEPCIONAL","Servidores em situação Excepcional","26"
"PCMG","PCMG/GAB/ARI/MOBILIZADOS","Servidores Mobilizados/ARI/GAB/PCMG","49"
"FAPEMIG","FAPEMIG/PREGOEIROS","Servidores que atuam como pregoeiros na FAPEMIG","3"
"PCMG","PCMG/CONTAGEM/SERVIDORES","Servidores/1DRPC/CONTAGEM/2DepPC/PCMG","25"
"PCMG","PCMG/1DRPC/P ALEGRE/SERVIDORES","Servidores/1DRPC/POUSO ALEGRE/17DepPC/PCMG","2"
"PCMG","PCMG/1DRPC/UBERABA/SERVIDORES","Servidores/1DRPC/UBERABA/5DepPC/PCMG","2"
"PCMG","PCMG/SIPJ/CEPD/SERVIDORES","Servidores/Central Estadual do Plantão Digital/SIPJ/PCMG","17"
"PCMG","PCMG/DEPATRI/SERVIDORES","Servidores/DEPATRI/PCMG","107"
"PCMG","PCMG/DPC C ALAGOAS/SERVIDORES","Servidores/DPC/CONCEIÇÃO DAS ALAGOAS/1DRPC/UBERABA/5DepPC/PCMG","91"
"PCMG","PCMG/2DRPC/CARATINGA/SETOR 1","Setor 1/2DRPC/CARATINGA/12DepPC/PCMG","128"
"PCMG","PCMG/2DRPC/CARATINGA/SETOR 2","Setor 2/2DRPC/CARATINGA/12DepPC/PCMG","177"
"PCMG","PCMG/2DRPC/CARATINGA/SETOR 3","Setor 3/2DRPC/CARATINGA/12DepPC/PCMG","198"
"PCMG","PCMG/ICMG/DPE/ADMINISTRATIVOS","Setor Administrativo  da Divisão De Perícias Especializadas/ICMG/PCMG","58"
"PCMG","PCMG/DEPATRI/1DEIRCR/ADM","Setor administrativo da 1ª Delegacia Especializada em Investigação e Repressão a Crimes Rurais/DEPATRI/PCMG","145"
"PCMG","PCMG/4DRPC/FORMIGA/ADMINISTR","Setor Administrativo/4DRPC/FORMIGA/7DepPC/PCMG","39"
"PCMG","PCMG/DPC BOCAIUVA/ADMIN","Setor Administrativo/DPC BOCAIÚVA/1DRPC/MONTES CLAROS/11DepPC/PCMG","141"
"PCMG","PCMG/HPC-ADM","Setor Administrativo/HPC/PCMG","27"
"SEPLAG","CET/COORD.RENAVAM","Setor da coordenação do Renavam","97"
"PCMG","PCMG/11DepPC/MOC/NC/ANALIS EST","Setor de  Análises e Estatística de Núcleo Correcional/11DepPC/MONTES CLAROS/PCMG","237"
"PCMG","PCMG/1DRPC/PAT MINAS/CP","Setor de  Cartas Precatórias/1DRPC/PATOS DE MINAS/10DepPC/PCMG","9"
"SEJUSP","SEJUSP/SAPI","Setor de Ações Policiais","9"
"PCMG","PCMG/DPC CARANGOLA/ADMINISTR","Setor de Administração/DPC/CARANGOLA/4DRPC/4DepPC/PCMG","23"
"FAOP","FAOP/ALMOX","Setor de Almoxarifado","153"
"UEMG","UEMG/PASSOS/ALMOXARIFADO","Setor de Almoxarifado UEMG Passos","34"
"PCMG","PCMG/SIIP/DINFO/Alm","Setor de Almoxarifado/DINFO/SIIP/PCMG","139"
"PCMG","PCMG/SIIP/IIMG/ALMOXARIFADO","Setor de Almoxarifado/IIMG/SIIP/PCMG","26"
"PCMG","PCMG/7DepPC/ANÁLISE","Setor de Análise/7DepPC/DIVINÓPOLIS/PCMG","26"
"PCMG","PCMG/SIIP/LAB-LD/InsP/Análise","Setor de Análise/Insp/LAB-LD/SIIP/PCMG","25"
"PCMG","PCMG/ACADEPOL/DPP/APOIO","Setor de Apoio da Divisão Psicopedagógica/Acadepol","5"
"PCMG","PCMG/SIIP/IIMG/SAJur","Setor de Apoio Jurídico/AssAT/IIMG/SIIP/PCMG","49"
"PCMG","PCMG/1DRPC/UBERABA-APOIO LOG","SETOR DE APOIO LOGÍSTICO DA 1ª DELEGACIA REGIONAL DE POLÍCIA CIVIL DE UBERABA","11"
"SEJUSP","SEJUSP/SEAT","Setor de apoio técnico","61"
"PCMG","PCMG/DEPATRI/ARMAS","Setor de Armas/DEPATRI/PCMG","17"
"UNIMONTES","UNIMONTES/HUCF/DIRA/ARQENG","Setor de Arquitetura e Engenharia do Hospital Universitário Clemente de Faria","117"
"PCMG","PCMG/SIIP/IIMG/SETARIN","Setor de Arquivo e Informações do Instituto de Identificação/SIIP/PCMG","9"
"PCMG","PCMG/1DRPC/BARBACENA/SETARIN","Setor de Arquivo e Informações Policiais/1DRPC/BARBACENA/13DepPC/PCMG","62"
"PCMG","PCMG/CONTAGEM/SETARIN","Setor de Arquivo e Informações Policiais/1DRPC/CONTAGEM/2DepPC/PCMG","12"
"PCMG","PCMG/1DRPC/DIVINÓPOLIS/SETARIN","Setor de Arquivo e Informações Policiais/1DRPC/DIVINÓPOLIS/7DepPC/PCMG","57"
"PCMG","PCMG/1DRPC/IPATINGA/SETARIN","Setor de Arquivo e Informações Policiais/1DRPC/IPATINGA/12DepPC/PCMG","156"
"PCMG","PCMG/1DRPC/T OTONI/SETARIN","Setor de Arquivo e Informações Policiais/1DRPC/TEÓFILO OTONI/15DepPC/PCMG","219"
"PCMG","PCMG/2DRPC/ARAXÁ/SETARIN","Setor de Arquivo e Informações Policiais/2DRPC/ARAXÁ/5DepPC/PCMG","177"
"PCMG","PCMG/3DRPC/DIAMANTINA/SETARIN","Setor de Arquivo e Informações Policiais/3DRPC/DIAMANTINA/14DepPC/PCMG","8"
"PCMG","PCMG/3DRPC/RIB NEVES/SETARIN","Setor de Arquivo e Informações Policiais/3DRPC/RIBEIRÃO DAS NEVES/2DepPC/PCMG","191"
"PCMG","PCMG/4DRPC/IBIRITÉ/SETARIN","Setor de Arquivo e Informações Policiais/4DRPC/IBIRITÉ/2DepPC/PCMG","33"
"PCMG","PCMG/4DRPC/MURIAÉ/SETARIN","Setor de Arquivo e Informações Policiais/4DRPC/MURIAÉ/4DepPC/PCMG","113"
"PCMG","PCMG/5DRPC/P NOVA/SETARIN","Setor de Arquivo e Informações Policiais/5DRPC/PONTE NOVA/12DepPC/PCMG","12"
"PCMG","PCMG/6DRPC/MANH/SETARIN","Setor de Arquivo e Informações Policiais/6DRPC/MANHUAÇU/12DepPC/PCMG","1"
"PCMG","PCMG/2DRPC/JANUÁRIA/SETARIN","Setor de Arquivo e Informações Policiais/PLANTÃO/2DRPC/JANUÁRIA/11DepPC/PCMG","252"
"PCMG","PCMG/7DepPC/ARQUIVO","Setor de Arquivo/7DepPC/DIVINÓPOLIS/PCMG","520"
"PCMG","PCMG/SPGF/DAPP/ARQUIVO","Setor de Arquivo/DAPP/SPGF/PCMG","4"
"UNIMONTES","UNIMONTES/DDRH/ARQUIVO","Setor de Arquivos","784"
"PCMG","PCMG/DPC CEL FABRICIANO/ASS","Setor de Assessoria e Protocolo/DPC/CORONEL FABRICIANO/1DRPC/IPATINGA/12DepPC/PCMG","15"
"SEPLAG","CET/DGA - ATENDIMENTO","Setor de Atendimento da DGA","58"
"PCMG","PCMG/SIPJ/ATOS","Setor de Atos/SIPJ/PCMG","32"
"UNIMONTES","UNIMONTES/HUCF/DIRA/AVALINST","Setor de Avaliação Institucional do Hospital Universitário Clemente de Faria","50"
"SEPLAG","CET/AV.PSICOLOGICA","Setor de Avaliação Psicológica","15"
"SEPLAG","SEPLAG/AVALIAÇÃO PSICOLOG","Setor de Avaliação Psicológica","7"
"IPSM","IPSM/LIQUIDAÇÃO DE BENEFICIOS","SETOR DE BENEFICIOS DA PREVIDÊNCIA","158"
"PCMG","PCMG/1DRPC/T OTONI/SEBAP","Setor de Bens Apreendidos/1DRPC/TEÓFILO OTONI/15DepPC/PCMG","150"
"PCMG","PCMG/2DRPC/JANUÁRIA/CAPTURAS","Setor de Capturas/PLANTÃO/2DRPC/JANUÁRIA/11DepPC/PCMG","7"
"PCMG","PCMG/DPC MONSENHOR PAULO/CP","Setor de Carta Precatória de MONSENHOR PAULO - /3DRPC/TRÊS CORAÇÕES/6DepPC/PCMG","2"
"PCMG","PCMG/2DRPC/BOM DESPACHO/CP","Setor de Carta Precatória/2DRPC/BOM DESPACHO/7DepPC/PCMG","2"
"PCMG","PCMG/3DRPC/PASSOS/SCP","Setor de Carta Precatória/3DRPC/PASSOS/18DepPC/PCMG","8"
"PCMG","PCMG/4DRPC/MURIAÉ/CART-PRECAT","Setor de Cartas Precatórias - NUIM/4DRPC/MURIAÉ/4DepPC/PCMG","11"
"PCMG","PCMG/1DRPC/DIVINÓPOLIS/PRECAT","Setor de Cartas Precatórias/1DRPC/DIVINÓPOLIS/7DepPC/PCMG","365"
"PCMG","PCMG/1DRPC/JF/SECAP","Setor de Cartas Precatórias/1DRPC/JUIZ DE FORA/4DepPC/PCMG","166"
"PCMG","PCMG/1DRPC/UBERABA/PRECATORIA","Setor de Cartas Precatórias/1DRPC/UBERABA/5DepPC/PCMG","109"
"PCMG","PCMG/CONTAGEM/2DPC/CARTÓRIO2","Setor de Cartas Precatórias/2DPC/1DRPC/CONTAGEM/2DepPC/PCMG","28"
"PCMG","PCMG/BH/5DRPC/SUL/2DPC/PRECAT","Setor de Cartas Precatórias/2DPC/5DRPC/SUL/1DepPC/BELO HORIZONTE/PCMG","103"
"PCMG","PCMG/2DRPC/BETIM/PRECATÓRIAS","Setor de Cartas Precatórias/2DRPC/BETIM/2DepPC/PCMG","73"
"PCMG","PCMG/SIIP/IIMG/INSP/CartRec","Setor de Carteiras Recuperadas/INSP/IIMG/SIIP/PCMG","21"
"PCMG","PCMG/DPC TIMÓTEO/CIRETRAN HABI","Setor de Ciretran e Habilitação/DPC/TIMÓTEO/1DRPC/IPATINGA/12DepPC/PCMG","100"
"SEPLAG","SEPLAG/DEIFRVA/CLONAGEM","Setor de Clonagem de Veículos/DEIFRVA","163"
"PCMG","PCMG/1DRPC/UBERABA-CNH","sETOR DE CNH DA 1ª DELEGACIA REGIONAL DE POLÍCIA CIVIL DE UBERABA","15"
"PCMG","PCMG/1DRPC/IPATINGA/CNH","Setor de CNH/1DRPC/IPATINGA/12DepPC/PCMG","152"
"PCMG","PCMG/1DRPC/PAT MINAS/CNH","Setor de CNH/1DRPC/PATOS DE MINAS/10DepPC/PCMG","18"
"PCMG","PCMG/CONTAGEM/CIRETRAN/CNH","Setor de CNH/CIRETRAN/1DRPC/CONTAGEM/2DepPC/PCMG","21"
"PCMG","PCMG/1DRPC/CURVELO/CNH","Setor de CNH/CIRETRAN/1DRPC/CURVELO/14DepPC/PCMG","30"
"PCMG","PCMG/5DRPC/OURO PRETO/DPC/CNH","Setor de CNH/DPC/OURO PRETO/5DRPC/3DepPC/PCMG","165"
"FAOP","FAOP/COMPRAS","Setor de Compras","40"
"UNIMONTES","UNIMONTES/HUCF/DIRA/COMPRAS","Setor de Compras do Hospital Universitário Clemente de Faria","228"
"PCMG","PCMG/1DepPC/COMUNICAÇÃO","Setor de Comunicação/1DepPC/BELO HORIZONTE/PCMG","1"
"PCMG","PCMG/ICMG/STCD","Setor de Constatação de Drogas/ICMG/PCMG","44"
"PCMG","PCMG/SIIP/DITEL/Contas","Setor de Contas/DITEL/SIIP/PCMG","32"
"UNIMONTES","UNIMONTES/HUCF/SUP/CONTRATOS","Setor de Contratos do Hospital Universitário Clemente de Faria","112"
"SEPLAG","CET/DGA-LOGÍSTICA E CONTRATOS","Setor de Contratos e Logística","136"
"PCMG","PCMG/DMB/CONTROLEDEPERDAS","Setor de Controle de Perdas/DMB/PCMG","14"
"PCMG","PCMG/SPGF/DT/COMBUSTIVEIS","Setor de Controle do Posto de Combustíveis/DT/SPGF/PCMG","5"
"PCMG","PCMG/SIIP/DINFO/SCP","Setor de Controle Patrimonial/DINFO/SIIP/PCMG","24"
"PCMG","PCMG/SIIP/IIMG/CONVENIOS IDENT","Setor de Convênios do Instituto de Identificação/IIMG/SIIP/PCMG","42"
"UEMG","UEMG/CARANGOLA/CONVENIOS","Setor de Convênios UEMG Carangola","12"
"PCMG","PCMG/SIIP/DITEL/Corp","Setor de Corporativos/DITEL/SIIP/PCMG","36"
"UNIMONTES","UNIMONTES/DGC/CORRESPONDENCIAS","Setor de Correspondências","22"
"PCMG","PCMG/ACADEPOL/CRIMINOLOGIA","Setor de Criminologia/ACADEPOL/PCMG","180"
"PCMG","PCMG/ACADEPOL/DPP/CURSOS","Setor de Cursos Presenciais da Divisão Psicopedagógica/ACADEPOL","119"
"FHEMIG","FHEMIG/CHU/GGI/CUSTOS","Setor de Custos","4"
"SEPLAG","SEPLAG/CICC/DEFAUT","Setor de Defesa da Autuação/CICC","19"
"SEJUSP","SEJUSP/SDPP","Setor de Defesa Pessoal Policial","4"
"SEPLAG","SEPLAG/SEC.PESSOAL/SERVIDORES","Setor de Demanda Interna","26"
"SEPLAG","CET/NAS - DENÚNCIA","SETOR DE DENÚNCIA DO NÚCLEO DE AUDITORIA SETORIAL","1"
"SEPLAG","SEPLAG/SCGAE-SDE-MA","Setor de Desenvolvimento Econômico e Meio Ambiente","16"
"SEPLAG","SEPLAG/DEIFRVA/DESMONTE","Setor de Desmonte/DEIFRVA","149"
"PCMG","PCMG/DENARC/SETOR DE DROGAS","Setor de Drogas/DENARC/PCMG","83"
"PCMG","PCMG/SIIP/IIMG/DIVID/SECI","Setor de Emissão de Carteiras do Interior/DivId/IIMG/SIIP/PCMG","26"
"UNIMONTES","UNIMONTES/HUCF/SUP/CUSTOS/EMPE","Setor De Empenhos Do Hospital Universitário Clemente De Faria","15"
"SECULT","SECULT/DLLLB-EMPRESTIMO","Setor de Empréstimo","5"
"UNIMONTES","UNIMONTES/HUCF/IMAG/ENDO","Setor de Endoscopia do Hospital Universitário Clemente de Faria","153"
"SEJUSP","SEJUSP/SEAD","Setor de Ensino à Distância","21"
"UEMG","UEMG/MONLEVADE/ESTAGIO","Setor de Estágio UEMG João Monlevade","21"
"PCMG","PCMG/4DRPC/NANUQUE/ESTÁGIO","Setor de Estágio/4DRPC/NANUQUE/15DepPC/PCMG","6"
"PCMG","PCMG/1DRPC/T OTONI/ESTATÍSTICA","Setor de Estatística/1DRPC/TEÓFILO OTONI/15DepPC/PCMG","160"
"PCMG","PCMG/HPC-ESTATISTICA","Setor de Estatística/HPC/PCMG","6"
"SEPLAG","CET/ESTRANGEIRO","Setor de Estrangeiro","63"
"PCMG","PCMG/SIIP/COSIS/ASTEC-EXP","Setor de Expediente da Assessoria Técnica/Coordenação de Sistemas/SIIP/PCMG","126"
"PCMG","PCMG/DENARC/EXPEDIENTE","Setor de Expediente/DENARC/PCMG","3"
"PCMG","PCMG/SPGF/DT/EXPEDIENTE","Setor de Expediente/DT/SPGF/PCMG","228"
"PCMG","PCMG/SIPJ/EXPEDIENTE","Setor de Expediente/SIPJ/PCMG","59"
"UNIMONTES","UNIMONTES/HUCF/DIRA/FAT","Setor de Faturamento do Hospital Universitário Clemente de Faria","31"
"SEPLAG","CET/NAS - FISCALIZAÇÃO","SETOR DE FISCALIZAÇÃO DO NÚCLEO DE AUDITORIA SETORIAL","5"
"SEPLAG","CET/FROTISTAS NOVOS","Setor de Frotista Carros Novos","36"
"SEPLAG","CET/FROTISTAS USADOS","Setor de Frotistas Carros Usados","6"
"PCMG","PCMG/SIIP/DINFO/SGR","Setor de Gerência de Redes/DINFO/SIIP/PCMG","199"
"PCMG","PCMG/3DRPC/S LOURENÇO/G FROTAS","Setor de Gestão de Frotas/3DRPC/SÃO LOURENÇO/17DepPC/PCMG","57"
"PCMG","PCMG/ACADEPOL/POSGESPIN","Setor de Gestão em Segurança Pública e Inteligência Aplicada/ACADEPOL/PCMG","6"
"PCMG","PCMG/1DRPC/LAVRAS/SET HABILIT","Setor de Habilitação /1DRPC/LAVRAS/6DepPC/PCMG","200"
"PCMG","PCMG/2DRPC/UBÁ-HABILITAÇÃO","SETOR DE HABILITAÇÃO DA 2ª DELEGACIA REGIONAL DE POLÍCIA CIVIL DE UBÁ.","133"
"PCMG","PCMG/1DRPC/BARBACENA/SHCCV","Setor de Habilitação e Controle de  Condutores de Veículos/1DRPC/BARBACENA/13DepPC/PCMG","559"
"PCMG","PCMG/1DRPC/JF/CIRETRAN/SHCCV","Setor de Habilitação e Controle de Condutores de Veículos/1DRPC/JUIZ DE FORA/4DepPC/PCMG","42"
"PCMG","PCMG/1DRPC/UNAÍ/CNH","Setor de Habilitação e Controle de Condutores/1DRPC/UNAÍ/16DepPC/PCMG","208"
"PCMG","PCMG/1DRPC/GV/HABILITAÇÃO","Setor de Habilitação/1DRPC/GOVERNADOR VALADARES/8DepPC/PCMG","307"
"PCMG","PCMG/1DRPC/MOC/HABILITAÇÃO","Setor de Habilitação/1DRPC/MONTES CLAROS/11DepPC/PCMG","40"
